OrgID,EnrollDate,ChurnDate,OrgSize,Industry,IndustryGroup,Enrollment Plan,PromoType,Acquisition Channel,F28 Active Rate,Avg Lifetime Active,F28 Cc Flag,eLTV/CAC,Churned,Enrollment Duration,User_id
366114,2021-04-21,,2-6,General Contractor,General Contractor,Small,No Promo,Sales,0.0,0.004,0,2.3,0,597.0,36611420210421
366115,2021-04-22,,0-1,Home Cleaning,Home Cleaning,Small,One Month,Product,0.28600000000000003,0.475,1,1.7,0,596.0,36611520210422
366123,2021-04-27,2021-06-26,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,No Promo,Sales,0.75,0.204,0,2.8,1,60.0,36612320210427
366124,2021-04-21,2021-06-21,0-1,Plumbing,Plumbing,Small,One Month,Sales,0.036000000000000004,0.008,0,2.0,1,61.0,36612420210421
366129,2021-04-21,,0-1,Plumbing,Plumbing,Starter,No Promo,Marketing - Paid,0.0,0.004,0,1.1,0,597.0,36612920210421
366136,2021-04-22,2021-09-28,0-1,Automotive,Other,Small,One Month,Marketing - Paid,0.14300000000000002,0.025,0,0.6,1,159.0,36613620210422
366150,2021-04-29,,2-6,Fireplace & Chimney,Other,Small,One Month,Marketing - Paid,0.75,0.787,0,0.7,0,589.0,36615020210429
366165,2021-04-22,,0-1,Handyman,Handyman,Small,One Month,Sales,1.0,0.861,0,0.5,0,596.0,36616520210422
366167,2021-05-06,,2-6,Plumbing,Plumbing,Small,No Promo,Marketing - Paid,0.643,0.242,0,4.6,0,582.0,36616720210506
366168,2021-04-22,2021-11-21,0-1,Painting,Other,Starter,No Promo,Sales,0.036000000000000004,0.008,0,0.5,1,213.0,36616820210422
366172,2021-04-22,,2-6,Pool & Spa,Other,Small,No Promo,Sales,0.46399999999999997,0.6609999999999999,1,2.6,0,596.0,36617220210422
366173,2021-04-22,2021-07-21,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.107,0.016,0,2.3,1,90.0,36617320210422
366175,2021-04-22,2021-10-27,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.0,0.057999999999999996,0,3.5,1,188.0,36617520210422
366178,2021-04-26,,2-6,Plumbing,Plumbing,Small,One Month,Marketing - Unpaid,0.14300000000000002,0.728,0,5.0,0,592.0,36617820210426
366181,2021-04-29,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.14300000000000002,0.066,0,2.9,0,589.0,36618120210429
366192,2021-04-27,,7-10,General Contractor,General Contractor,Large,Special - One Month,Sales,0.107,0.5479999999999999,0,8.2,0,591.0,36619220210427
366196,2021-04-22,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Large,Special - One Month,BD,0.321,0.523,1,9.2,0,596.0,36619620210422
366197,2021-04-22,2021-10-21,2-6,Automotive,Other,Large,2+ month,Marketing - Paid,0.071,0.012,0,6.9,1,182.0,36619720210422
366198,2021-04-22,,0-1,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Marketing - Unpaid,0.607,0.276,0,1.3,0,596.0,36619820210422
366202,2021-04-22,,2-6,Flooring,Other,Small,One Month,Marketing - Paid,0.643,0.389,0,1.9,0,596.0,36620220210422
366208,2021-04-22,,0-1,Electrical,Electrical,Small,One Month,Marketing - Paid,0.25,0.451,0,2.3,0,596.0,36620820210422
366210,2021-04-28,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.607,0.6859999999999999,1,4.5,0,590.0,36621020210428
366215,2021-04-28,,0-1,Automotive,Other,Small,One Month,Product,0.214,0.242,0,2.3,0,590.0,36621520210428
366219,2021-04-22,,0-1,Appliances,Appliances,Small,One Month,Sales,0.28600000000000003,0.589,1,2.8,0,596.0,36621920210422
366222,2021-04-26,2021-06-25,2-6,Painting,Other,Small,One Month,Sales,0.0,0.008,0,0.9,1,60.0,36622220210426
366227,2021-05-18,2021-06-16,7-10,Home Cleaning,Home Cleaning,Large,2+ month,Marketing - Unpaid,0.0,0.004,0,5.2,1,29.0,36622720210518
366237,2021-05-06,2021-08-05,2-6,Window & Exterior Cleaning,Window & Exterior,Large,Special - One Month,Marketing - Paid,0.036000000000000004,0.012,0,7.5,1,91.0,36623720210506
366246,2021-04-28,2021-07-06,7-10,General Contractor,General Contractor,Large,Special - One Month,Sales,0.46399999999999997,0.083,0,6.1,1,69.0,36624620210428
366248,2021-05-13,2021-08-12,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,No Promo,Marketing - Unpaid,0.036000000000000004,0.008,0,4.4,1,91.0,36624820210513
366254,2021-04-22,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.071,0.506,1,4.9,0,596.0,36625420210422
366255,2021-04-22,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,Marketing - Unpaid,0.214,0.778,0,10.0,0,596.0,36625520210422
366257,2021-04-28,,7-10,Home Cleaning,Home Cleaning,Large,Special - One Month,Marketing - Unpaid,1.0,0.983,1,5.0,0,590.0,36625720210428
366258,2021-04-22,,2-6,Electrical,Electrical,Small,One Month,Sales,0.5,0.196,0,2.5,0,596.0,36625820210422
366260,2021-04-28,2021-05-27,2-6,Automotive,Other,Large,Special - One Month,Marketing - Unpaid,0.036000000000000004,0.012,0,6.0,1,29.0,36626020210428
366262,2021-04-22,2021-06-21,0-1,Painting,Other,Small,One Month,Sales,0.0,0.004,0,0.8,1,60.0,36626220210422
366268,2021-06-02,,2-6,Fireplace & Chimney,Other,Large,No Promo,Innovation,0.107,0.47600000000000003,0,8.8,0,555.0,36626820210602
366271,2021-04-22,2021-07-21,2-6,Concrete & Asphalt,Other,Small,One Month,Marketing - Unpaid,0.214,0.040999999999999995,0,1.8,1,90.0,36627120210422
366273,2021-04-28,,0-1,Appliances,Appliances,Starter,No Promo,Marketing - Paid,0.536,0.523,1,1.3,0,590.0,36627320210428
366275,2021-04-28,,2-6,Smart Home,Other,Large,2+ month,Marketing - Unpaid,0.75,0.9279999999999999,1,7.9,0,590.0,36627520210428
366276,2021-04-23,2021-07-22,0-1,Automotive,Other,Starter,No Promo,Marketing - Unpaid,0.107,0.025,0,1.1,1,90.0,36627620210423
366282,2021-04-22,,2-6,Handyman,Handyman,Small,One Month,Marketing - Paid,0.14300000000000002,0.552,0,1.2,0,596.0,36628220210422
366283,2021-05-05,2021-08-04,2-6,Lighting,Other,Small,One Month,Marketing - Paid,0.39299999999999996,0.05,0,0.8,1,91.0,36628320210505
366286,2021-04-22,,2-6,Plumbing,Plumbing,Small,One Month,Marketing - Unpaid,0.107,0.585,1,3.5,0,596.0,36628620210422
366289,2021-05-01,,0-1,Fitness,Other,Small,One Month,Marketing - Unpaid,0.321,0.585,0,1.6,0,587.0,36628920210501
366290,2021-06-24,2021-09-13,2-6,Landscaping & Lawn,Landscaping & Lawn,Small,One Month,Sales,0.036000000000000004,0.012,0,1.0,1,81.0,36629020210624
366295,2021-04-22,,2-6,Handyman,Handyman,Large,Special - One Month,Marketing - Unpaid,0.35700000000000004,0.451,1,5.9,0,596.0,36629520210422
366300,2021-05-12,,2-6,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Marketing - Unpaid,0.75,0.757,1,2.1,0,576.0,36630020210512
366307,2021-04-22,2021-06-21,2-6,Appliances,Appliances,Large,Special - One Month,Sales,0.0,0.004,0,9.3,1,60.0,36630720210422
366311,2021-04-22,,2-6,Air Duct Cleaning,Other,Small,One Month,BD,0.179,0.196,0,3.9,0,596.0,36631120210422
366314,2021-04-30,2021-06-29,2-6,Plumbing,Plumbing,Large,Special - One Month,,0.179,0.046,0,8.8,1,60.0,36631420210430
366316,2021-04-22,2021-05-21,0-1,Garage,Garage,Small,One Month,Sales,0.0,0.004,0,1.7,1,29.0,36631620210422
366317,2021-04-22,,2-6,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Sales,0.321,0.184,0,1.8,0,596.0,36631720210422
366318,2021-05-01,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Innovation,0.9640000000000001,0.907,1,2.9,0,587.0,36631820210501
366320,2021-04-22,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.0,0.012,0,2.3,0,596.0,36632020210422
366321,2021-04-26,,0-1,Automotive,Other,Small,No Promo,Marketing - Unpaid,0.46399999999999997,0.594,1,1.0,0,592.0,36632120210426
366322,2021-07-31,,2-6,Roof & Attic,Other,Starter,One Month,Sales,0.5710000000000001,0.251,0,1.1,0,496.0,36632220210731
366326,2021-04-22,2021-06-21,0-1,Carpet Cleaning,Carpet Cleaning,Small,One Month,Sales,0.0,0.004,0,2.4,1,60.0,36632620210422
366329,2021-04-22,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,Special - One Month,Sales,0.679,0.514,0,9.9,0,596.0,36632920210422
366330,2021-05-04,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,Marketing - Paid,0.9640000000000001,0.861,1,8.8,0,584.0,36633020210504
366332,2021-04-22,2021-06-22,2-6,Electrical,Electrical,Small,No Promo,Marketing - Unpaid,0.25,0.037000000000000005,0,2.8,1,61.0,36633220210422
366342,2021-04-22,2021-06-22,2-6,Junk Removal,Other,Small,One Month,Marketing - Unpaid,0.071,0.34700000000000003,0,3.1,1,61.0,36634220210422
366342,2021-08-05,,0-1,Junk Removal,Other,Small,No Promo,,0.25,0.34700000000000003,0,2.8,0,491.0,36634220210805
366344,2021-06-01,,0-1,General Contractor,General Contractor,Small,One Month,Marketing - Unpaid,0.39299999999999996,0.221,0,0.5,0,556.0,36634420210601
366346,2021-04-22,2021-09-29,0-1,Gutters,Other,Small,One Month,,0.75,0.171,1,1.5,1,160.0,36634620210422
366350,2021-04-22,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,Special - One Month,Sales,0.107,0.531,0,9.9,0,596.0,36635020210422
366351,2021-04-26,2021-05-26,0-1,Carpet Cleaning,Carpet Cleaning,Small,No Promo,Sales,0.0,0.004,0,3.3,1,30.0,36635120210426
366353,2021-04-22,2021-08-26,2-6,Tree Services,Other,Small,One Month,Sales,0.036000000000000004,0.008,0,2.3,1,126.0,36635320210422
366359,2021-05-12,,0-1,General Contractor,General Contractor,Starter,No Promo,Product,0.14300000000000002,0.028999999999999998,0,0.6,0,576.0,36635920210512
366361,2021-04-24,2021-10-23,2-6,Restoration,Other,Small,One Month,Sales,0.036000000000000004,0.087,0,1.8,1,182.0,36636120210424
366364,2021-04-22,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Large,Special - One Month,Sales,0.0,0.004,0,9.9,0,596.0,36636420210422
366383,2021-04-23,,2-6,Air Duct Cleaning,Other,Small,One Month,Marketing - Unpaid,0.25,0.39299999999999996,0,3.0,0,595.0,36638320210423
366384,2021-04-27,,2-6,Plumbing,Plumbing,Small,One Month,Marketing - Unpaid,0.893,0.489,0,3.9,0,591.0,36638420210427
366385,2021-04-23,,7-10,Plumbing,Plumbing,Large,Special - One Month,Marketing - Paid,0.036000000000000004,0.037000000000000005,0,11.9,0,595.0,36638520210423
366389,2021-05-27,,0-1,Plumbing,Plumbing,Starter,No Promo,Marketing - Unpaid,0.214,0.49700000000000005,0,1.1,0,561.0,36638920210527
366392,2021-05-18,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Starter,No Promo,Marketing - Unpaid,0.036000000000000004,0.221,0,1.1,0,570.0,36639220210518
366408,2021-06-11,2021-10-10,0-1,Electrical,Electrical,Small,One Month,Sales,0.0,0.004,0,2.3,1,121.0,36640820210611
366412,2021-04-23,2021-10-22,2-6,General Contractor,General Contractor,Small,One Month,Sales,0.25,0.079,0,1.8,1,182.0,36641220210423
366414,2021-04-23,,0-1,Construction/Remodels,Other,Small,One Month,Sales,0.0,0.0,0,0.6,0,595.0,36641420210423
366415,2021-04-23,2021-08-22,2-6,Air Duct Cleaning,Other,Small,One Month,Marketing - Unpaid,0.39299999999999996,0.298,0,2.8,1,121.0,36641520210423
366416,2021-04-29,,0-1,Carpet Cleaning,Carpet Cleaning,Small,One Month,Marketing - Paid,0.39299999999999996,0.575,0,2.5,0,589.0,36641620210429
366421,2021-04-23,,2-6,Pest Control,Other,Small,One Month,Sales,0.46399999999999997,0.596,1,3.6,0,595.0,36642120210423
366422,2021-04-23,2021-05-22,2-6,Handyman,Handyman,Small,One Month,Marketing - Paid,0.107,0.016,0,1.4,1,29.0,36642220210423
366424,2021-04-23,,0-1,Cabinetry,Other,Small,One Month,Sales,0.071,0.012,0,0.8,0,595.0,36642420210423
366427,2021-04-27,2021-07-26,0-1,General Contractor,General Contractor,Small,One Month,Marketing - Paid,0.179,0.025,1,1.2,1,90.0,36642720210427
366430,2021-04-25,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Starter,No Promo,Marketing - Unpaid,0.214,0.27699999999999997,1,1.2,0,593.0,36643020210425
366435,2021-04-23,2021-05-24,2-6,Painting,Other,Small,One Month,Sales,0.0,0.004,0,1.2,1,31.0,36643520210423
366439,2021-04-23,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.071,0.012,0,3.5,0,595.0,36643920210423
366440,2021-04-23,2021-05-22,0-1,Junk Removal,Other,Small,One Month,Sales,0.036000000000000004,0.008,0,1.1,1,29.0,36644020210423
366441,2021-04-23,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.7140000000000001,0.693,1,4.9,0,595.0,36644120210423
366447,2021-06-24,2021-07-23,2-6,Electrical,Electrical,Small,One Month,Sales,0.179,0.037000000000000005,0,3.4,1,29.0,36644720210624
366452,2021-04-23,,0-1,Carpet Cleaning,Carpet Cleaning,Large,Special - One Month,Product,0.39299999999999996,0.647,1,8.8,0,595.0,36645220210423
366454,2021-04-23,,0-1,Automotive,Other,Small,One Month,Marketing - Unpaid,0.071,0.306,0,0.5,0,595.0,36645420210423
366455,2021-05-06,2021-06-06,2-6,Landscaping & Lawn,Landscaping & Lawn,Small,No Promo,Marketing - Paid,0.25,0.067,1,2.1,1,31.0,36645520210506
366458,2021-04-23,2021-05-22,7-10,Heating & Air Conditioning,Heating & Air Conditioning,Large,Special - One Month,Marketing - Paid,0.036000000000000004,0.008,0,9.0,1,29.0,36645820210423
366459,2021-04-23,2021-08-31,2-6,Junk Removal,Other,Large,Special - One Month,Marketing - Paid,0.036000000000000004,0.008,0,10.3,1,130.0,36645920210423
366464,2021-04-23,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,BD,0.39299999999999996,0.735,0,8.7,0,595.0,36646420210423
366466,2021-09-16,,2-6,Handyman,Handyman,Small,One Month,Sales,0.7140000000000001,0.315,0,1.5,0,449.0,36646620210916
366467,2021-04-23,2021-06-22,2-6,Doors,Other,Small,One Month,Sales,0.0,0.004,0,1.4,1,60.0,36646720210423
366469,2021-05-12,,0-1,General Contractor,General Contractor,Starter,No Promo,Marketing - Paid,0.429,0.39899999999999997,0,0.8,0,576.0,36646920210512
366475,2021-04-23,,11+,Heating & Air Conditioning,Heating & Air Conditioning,Extra large,Special - One Month,Marketing - Paid,0.25,0.042,0,12.4,0,595.0,36647520210423
366481,2021-04-23,,2-6,Handyman,Handyman,Small,One Month,Sales,0.893,0.642,1,1.3,0,595.0,36648120210423
366482,2021-04-23,2021-05-21,2-6,Business Services,Other,Large,Special - One Month,Sales,0.0,0.004,0,6.1,1,28.0,36648220210423
366489,2021-10-18,2021-11-19,0-1,Handyman,Handyman,Starter,One Month,Sales,0.0,0.008,0,0.8,1,32.0,36648920211018
366490,2021-04-23,2021-05-22,2-6,Handyman,Handyman,Small,One Month,Sales,0.0,0.004,0,0.5,1,29.0,36649020210423
366492,2021-04-23,,0-1,Automotive,Other,Small,One Month,BD,0.214,0.054000000000000006,0,1.7,0,595.0,36649220210423
366493,2021-09-01,2021-11-30,2-6,Carpet Cleaning,Carpet Cleaning,Small,One Month,Innovation,0.179,0.05,0,2.1,1,90.0,36649320210901
366496,2021-04-23,2021-07-22,2-6,Deck & Patio,Other,Large,Special - One Month,Sales,0.0,0.004,0,2.6,1,90.0,36649620210423
366500,2021-04-23,,11+,Electrical,Electrical,Extra large,Special - One Month,Marketing - Paid,0.036000000000000004,0.021,0,14.8,0,595.0,36650020210423
366514,2021-04-23,,0-1,Tech Help,Other,Starter,One Month,BD,0.036000000000000004,0.004,0,0.3,0,595.0,36651420210423
366515,2021-04-23,,2-6,Water Treatment,Other,Small,One Month,Sales,0.0,0.743,0,2.7,0,595.0,36651520210423
366518,2021-04-23,,2-6,Plumbing,Plumbing,Small,One Month,Marketing - Paid,0.25,0.495,1,3.4,0,595.0,36651820210423
366521,2021-04-29,,2-6,Home Cleaning,Home Cleaning,Extra large,2+ month,Marketing - Paid,0.25,0.361,0,5.0,0,589.0,36652120210429
366528,2021-05-05,2021-08-26,0-1,Handyman,Handyman,Small,One Month,Marketing - Unpaid,0.46399999999999997,0.079,0,1.5,1,113.0,36652820210505
366532,2021-10-07,,0-1,Roof & Attic,Other,Small,One Month,Sales,0.0,0.0,0,1.7,0,428.0,36653220211007
366535,2021-05-11,,0-1,Business Services,Other,Small,No Promo,,0.28600000000000003,0.5329999999999999,0,2.1,0,577.0,36653520210511
366538,2021-04-23,2021-07-19,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.214,0.071,0,3.5,1,87.0,36653820210423
366542,2021-04-23,,2-6,Water Treatment,Other,Small,No Promo,BD,0.0,0.0,0,1.2,0,595.0,36654220210423
366549,2021-04-23,,7-10,Appliances,Appliances,Large,Special - One Month,Sales,0.536,0.9359999999999999,1,8.5,0,595.0,36654920210423
366550,2021-04-23,2021-07-22,2-6,Electrical,Electrical,Small,One Month,Marketing - Paid,0.107,0.016,0,2.4,1,90.0,36655020210423
366552,2021-04-23,2021-07-29,0-1,Handyman,Handyman,Small,One Month,Marketing - Paid,0.036000000000000004,0.008,0,0.5,1,97.0,36655220210423
366553,2021-04-23,,0-1,Concrete & Asphalt,Other,Small,No Promo,BD,0.036000000000000004,0.168,0,0.6,0,595.0,36655320210423
366559,2021-04-23,2021-06-22,2-6,Window & Exterior Cleaning,Window & Exterior,Large,Special - One Month,Sales,0.036000000000000004,0.004,0,2.9,1,60.0,36655920210423
366561,2021-05-05,,0-1,Plumbing,Plumbing,Small,No Promo,Marketing - Unpaid,0.036000000000000004,0.504,1,4.7,0,583.0,36656120210505
366566,2021-04-23,,0-1,Sewer & Septic,Other,Large,Special - One Month,Marketing - Unpaid,0.214,0.159,0,13.6,0,595.0,36656620210423
366568,2021-04-26,2021-05-25,7-10,General Contractor,General Contractor,Large,2+ month,Marketing - Unpaid,0.0,0.004,0,8.2,1,29.0,36656820210426
366569,2021-06-24,2021-07-26,0-1,Automotive,Other,Starter,One Month,Marketing - Unpaid,0.107,0.016,0,0.3,1,32.0,36656920210624
366586,2021-04-23,,2-6,Plumbing,Plumbing,Large,Special - One Month,Sales,0.429,0.537,0,9.7,0,595.0,36658620210423
366587,2021-04-23,2021-05-22,0-1,Home Cleaning,Home Cleaning,Small,One Month,Marketing - Unpaid,0.0,0.004,0,1.1,1,29.0,36658720210423
366590,2021-04-23,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Large,Special - One Month,Marketing - Unpaid,0.0,0.63,0,10.8,0,595.0,36659020210423
366594,2021-04-23,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,Special - One Month,Marketing - Paid,0.536,0.6890000000000001,1,8.5,0,595.0,36659420210423
366596,2021-04-23,2021-05-23,2-6,Pest Control,Other,Small,One Month,Sales,0.071,0.016,0,3.6,1,30.0,36659620210423
366603,2021-05-24,,0-1,Junk Removal,Other,Small,No Promo,Marketing - Paid,0.35700000000000004,0.722,1,1.0,0,564.0,36660320210524
366605,2021-04-23,2021-08-31,0-1,General Contractor,General Contractor,Small,One Month,Sales,0.179,0.025,0,1.3,1,130.0,36660520210423
366607,2021-04-23,,2-6,General Contractor,General Contractor,Starter,No Promo,Marketing - Paid,0.35700000000000004,0.491,0,0.5,0,595.0,36660720210423
366622,2021-04-24,2021-05-23,0-1,Landscaping & Lawn,Landscaping & Lawn,Small,One Month,Marketing - Unpaid,0.071,0.012,0,1.2,1,29.0,36662220210424
366630,2021-05-03,2021-09-02,2-6,Handyman,Handyman,Small,One Month,Marketing - Unpaid,0.0,0.004,0,0.8,1,122.0,36663020210503
366632,2021-04-24,,2-6,Flooring,Other,Large,Special - One Month,Sales,0.107,0.36700000000000005,0,6.2,0,594.0,36663220210424
366638,2021-04-24,2021-11-23,2-6,Cabinetry,Other,Large,Special - One Month,Sales,0.036000000000000004,0.042,0,2.3,1,213.0,36663820210424
366639,2021-04-24,2021-05-27,0-1,Handyman,Handyman,Small,No Promo,Sales,0.0,0.012,0,0.8,1,33.0,36663920210424
366639,2021-06-22,2021-07-26,0-1,Handyman,Handyman,Small,One Month,,0.036000000000000004,0.012,0,0.8,1,34.0,36663920210622
366650,2021-04-26,,0-1,Pets,Other,Small,One Month,Marketing - Paid,0.929,0.843,1,0.7,0,592.0,36665020210426
366651,2021-04-24,,0-1,Plumbing,Plumbing,Small,One Month,Sales,0.821,0.624,1,2.0,0,594.0,36665120210424
366663,2021-04-24,2021-09-23,0-1,Electrical,Electrical,Small,One Month,Marketing - Paid,0.071,0.012,0,2.8,1,152.0,36666320210424
366672,2021-05-04,,2-6,Tree Services,Other,Small,One Month,Sales,0.5710000000000001,0.6579999999999999,1,2.2,0,584.0,36667220210504
366673,2021-04-24,,2-6,Plumbing,Plumbing,Small,No Promo,Marketing - Unpaid,0.7859999999999999,0.8690000000000001,1,4.6,0,594.0,36667320210424
366689,2021-04-24,,0-1,Plumbing,Plumbing,Small,One Month,Marketing - Unpaid,0.321,0.198,1,3.0,0,594.0,36668920210424
366693,2021-04-24,,0-1,Glass,Other,Small,One Month,Sales,0.7859999999999999,0.848,0,3.3,0,594.0,36669320210424
366698,2021-04-24,,2-6,Handyman,Handyman,Small,One Month,Sales,0.14300000000000002,0.7759999999999999,1,1.1,0,594.0,36669820210424
366701,2021-04-24,,2-6,Window & Exterior Cleaning,Window & Exterior,Large,Special - One Month,Sales,0.75,0.919,0,8.2,0,594.0,36670120210424
366702,2021-04-28,2021-06-27,2-6,Moving,Other,Small,One Month,Marketing - Unpaid,0.214,0.033,0,0.6,1,60.0,36670220210428
366708,2021-04-27,2021-10-26,7-10,General Contractor,General Contractor,Large,Special - One Month,Marketing - Unpaid,0.9640000000000001,0.573,0,8.6,1,182.0,36670820210427
366713,2021-04-27,,0-1,Electrical,Electrical,Small,One Month,Marketing - Paid,0.25,0.628,1,2.4,0,591.0,36671320210427
366721,2021-08-13,2021-12-12,0-1,Handyman,Handyman,Starter,One Month,Sales,0.0,0.004,0,0.8,1,121.0,36672120210813
366725,2021-04-25,,2-6,Landscaping & Lawn,Landscaping & Lawn,Starter,No Promo,Marketing - Paid,0.214,0.135,0,0.8,0,593.0,36672520210425
366729,2021-05-08,,0-1,Junk Removal,Other,Large,No Promo,Marketing - Unpaid,0.75,0.569,1,7.0,0,580.0,36672920210508
366732,2021-05-04,2021-08-03,0-1,Electrical,Electrical,Small,One Month,Marketing - Unpaid,0.35700000000000004,0.092,0,1.4,1,91.0,36673220210504
366733,2021-04-28,,2-6,Plumbing,Plumbing,Small,One Month,Marketing - Unpaid,0.607,0.514,1,3.9,0,590.0,36673320210428
366744,2021-04-27,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Paid,0.35700000000000004,0.266,0,2.5,0,591.0,36674420210427
366749,2021-07-30,2021-09-14,0-1,Landscaping & Lawn,Landscaping & Lawn,Small,One Month,Sales,0.0,0.004,0,1.8,1,46.0,36674920210730
366753,2021-05-01,2021-08-27,0-1,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Marketing - Paid,0.536,0.135,0,1.6,1,118.0,36675320210501
366762,2021-04-30,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Paid,0.679,0.885,0,2.6,0,588.0,36676220210430
366787,2021-04-25,,0-1,Automotive,Other,Small,No Promo,Marketing - Unpaid,0.25,0.042,0,1.4,0,593.0,36678720210425
366793,2021-04-27,,0-1,Handyman,Handyman,Small,One Month,Marketing - Paid,0.071,0.012,0,0.9,0,591.0,36679320210427
366796,2021-04-26,,2-6,Plumbing,Plumbing,Small,One Month,Marketing - Paid,0.9640000000000001,0.7959999999999999,1,3.3,0,592.0,36679620210426
366801,2021-05-06,,0-1,Plumbing,Plumbing,Large,Special - One Month,Marketing - Paid,0.7140000000000001,0.7659999999999999,1,8.6,0,582.0,36680120210506
366808,2021-04-25,2021-06-25,2-6,Appliances,Appliances,Starter,No Promo,Marketing - Paid,0.071,0.012,0,1.2,1,61.0,36680820210425
366809,2021-05-15,,0-1,Window & Exterior Cleaning,Window & Exterior,Starter,No Promo,Marketing - Paid,0.0,0.046,0,0.8,0,573.0,36680920210515
366811,2021-04-25,,0-1,General Contractor,General Contractor,Starter,No Promo,Marketing - Paid,0.14300000000000002,0.555,0,0.7,0,593.0,36681120210425
366813,2021-04-26,,2-6,Plumbing,Plumbing,Small,One Month,Marketing - Unpaid,0.429,0.614,1,3.6,0,592.0,36681320210426
366818,2021-06-30,2021-10-30,2-6,General Contractor,General Contractor,Large,Special - One Month,Marketing - Unpaid,0.0,0.059000000000000004,0,7.8,1,122.0,36681820210630
366833,2021-09-21,,0-1,Plumbing,Plumbing,Small,One Month,Marketing - Unpaid,0.0,0.004,0,3.6,0,444.0,36683320210921
366842,2021-04-26,,0-1,Landscaping & Lawn,Landscaping & Lawn,Small,One Month,Marketing - Unpaid,0.071,0.08,0,2.1,0,592.0,36684220210426
366860,2021-04-26,2021-06-04,0-1,Handyman,Handyman,Small,One Month,Sales,0.0,0.004,0,0.5,1,39.0,36686020210426
366866,2021-04-26,,2-6,Doors,Other,Small,One Month,Marketing - Unpaid,0.0,0.004,0,2.8,0,592.0,36686620210426
366869,2021-04-29,2021-10-28,2-6,Electrical,Electrical,Small,One Month,Sales,0.036000000000000004,0.017,0,2.5,1,182.0,36686920210429
366872,2021-04-27,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Extra large,2+ month,Marketing - Paid,0.75,0.787,0,13.2,0,591.0,36687220210427
366874,2021-04-26,2021-07-29,7-10,Painting,Other,Small,One Month,Marketing - Paid,0.0,0.004,0,1.3,1,94.0,36687420210426
366879,2021-04-26,,2-6,General Contractor,General Contractor,Small,One Month,Marketing - Unpaid,0.0,0.034,0,1.5,0,592.0,36687920210426
366880,2021-04-27,,0-1,Plumbing,Plumbing,Small,One Month,Marketing - Paid,0.0,0.17,0,3.6,0,591.0,36688020210427
366881,2021-04-26,2021-07-25,0-1,Flooring,Other,Small,One Month,,0.0,0.0,0,0.7,1,90.0,36688120210426
366887,2021-04-26,,2-6,Junk Removal,Other,Small,Special - One Month,Sales,0.0,0.004,0,2.6,0,592.0,36688720210426
366888,2021-04-26,2021-06-25,2-6,Landscaping & Lawn,Landscaping & Lawn,Large,Special - One Month,Sales,0.071,0.012,0,6.5,1,60.0,36688820210426
366889,2021-04-26,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.35700000000000004,0.46299999999999997,1,3.5,0,592.0,36688920210426
366892,2021-04-26,,0-1,Electrical,Electrical,Small,One Month,Marketing - Unpaid,0.429,0.6970000000000001,0,4.3,0,592.0,36689220210426
366896,2021-05-05,,0-1,General Contractor,General Contractor,Large,2+ month,Marketing - Unpaid,0.39299999999999996,0.493,0,7.2,0,583.0,36689620210505
366900,2021-05-03,,2-6,Plumbing,Plumbing,Small,No Promo,Sales,0.857,0.846,1,2.8,0,585.0,36690020210503
